title,author,filename,url
Research Group: Central Places and Their Environment in the Nile Valley,Michaela Riva Gaaserud,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/research-group-central-places-and-their-environment-in-the-n.epub
"Resource Rents, Human Development and Economic Growth in Sudan","Various (Economies journal, MDPI)",,https://pub-0c3bb637d5f54b239fe4a4ef9b08bfe3.r2.dev/economies-08-00099.pdf
Rethinking Sudan After Southern Secession,Jeff Carlson,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/rethinking-sudan-after-southern-secession.epub
Review of Sudanese Socio-Economic Development Problems,Alan Pearce,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/review-of-sudanese-socio-economic-development-problems.epub
Review of the Sudanese Socio-Economic Problems,Ibrahim M. Zein (Economic Research Forum),review-of-the-sudanse-socio-eco-unknown.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/review-of-the-sudanse-socio-eco-unknown.pdf
Rock Art at the Fourth Nile Cataract,Andrew Roberts,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/rock-art-at-the-fourth-nile-cataract.epub
Rock Inscriptions from Semna and Kumma,Beatrice Shorts,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/rock-inscriptions-from-semna-and-kumma.epub
Role of Rural Women in Sustaining Household Food Supplies in Western Sudan,Unknown,,https://pub-0c3bb637d5f54b239fe4a4ef9b08bfe3.r2.dev/Role_of_Rural_Women_in_Sustaining_Househ.pdf
Romans and Nubia,Alan Pearce,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/romans-and-nubia.epub
Sahel Rail: Connecting the Sahel by Rail,Andrew Newberg; Mark Robert Waldman,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sahel-rail-connecting-the-sahel-by-rail.epub
Sahel Rainfall and Conflicts in Sudan,Abdalla Ahmed Abdalla,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sahel-rainfall-and-conflicts-in-sudan.epub
Same Sex Marriage in Islamic Law,Andrew Newberg; Mark Robert Waldman,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/same-sex-marriage-in-islamic-law.epub
Same-Sex Marriage in Islamic Law (Republican Thought Translation),Republican Thought,,https://www.researchgate.net/publication/271089285_Mahmoud_Mohammed_Taha_and_the_Republican_Brotherhood_Transforming_Islamic_Society
Saving Water from the Sudd: The Jonglei Canal Debate,"Grace Gershuny; Deborah, L. Martin",,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/saving-water-from-the-sudd-the-jonglei-canal-debate.epub
Sennar: Capital of Islamic Culture 2017,Harry Jones,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sennar-capital-of-islamic-culture-2017.epub
Seventy Years of Pottery Studies in Sudanese Prehistoric Archaeology,Freda McManus; Gillian Butler,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/seventy-years-of-pottery-studies-in-sudanese-prehistoric-arc.epub
Sharing Sudan's Burden: Options for Post-Secession Debt Apportionment,Fareed Hassan,,https://pub-0c3bb637d5f54b239fe4a4ef9b08bfe3.r2.dev/Sharing_Sudans_Burden_Options_for_Post_S.pdf
Six Ways Cities Can Reach Their Economic Potential,Bruce Katz (Brookings),,https://www.brookings.edu/articles/six-ways-cities-can-reach-their-economic-potential/
Skills Development in Sudan,Ibrahim Khalid Ibrahim,skills-development-in-sudan-se-ibrahim-khalid-ibrahim.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/skills-development-in-sudan-se-ibrahim-khalid-ibrahim.pdf
Smarthistory: Pylon of the Nubian Lion Temple at Naga,Smarthistory,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/smarthistory-nubian-lion-temple-naga.pdf
Socio-Economic Research (Red Sea Livelihoods),Paul Harrison,,https://link.springer.com/article/10.1007/s10708-024-11038-1
Solar Energy Potential in the Sudan,Musadag El Zein,solar-energy-potential-in-the-s-musadag-el-zein.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/solar-energy-potential-in-the-s-musadag-el-zein.pdf
Some Thoughts on Egyptian Elements in Kushite Religion and Rituals,Beatrice Shorts,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/some-thoughts-on-egyptian-elements-in-kushite-religion-and-r.epub
Sorghum Value Chain Analysis,FAO,sorghum-value-chain-analysis-food.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sorghum-value-chain-analysis-food.pdf
Southern Corridor Great Lakes Region Railway: Pre-Feasibility Study,Jeff Carlson,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/southern-corridor-great-lakes-region-railway-pre-feasibility.epub
Spatial and Temporal Distribution of Domestic Architecture in Christian Nubia,James Watkins,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/spatial-and-temporal-distribution-of-domestic-architecture-i.epub
Special Report: Manipulation of Economic Indicators in Africa,African Development Bank,special-report-manipulation-of-unknown.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/special-report-manipulation-of-unknown.pdf
Spinning in Meroitic Sudan: Textile Implements from Abu Geili,Lewis Hill; Leonard Perry,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/spinning-meroitic-sudan-textile-abu-geili.pdf
Stable Isotope Study on Ancient Populations of Central Sudan,Roger Dooley,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/stable-isotope-study-on-ancient-populations-of-central-sudan.epub
Statistical Findings Regarding Civil War Onsets: Sudan,DK Travel,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/statistical-findings-regarding-civil-war-onsets-sudan.epub
Statues from Site B500 at Meroe,Galit Shmueli; Peter C. Bruce; Peter Gedeck; Nitin R. Patel,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/statues-from-site-b500-at-meroe.epub
Status Report on Fruits and Vegetables Production in Sudan,Lewis Hill; Leonard Perry,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/status-report-on-fruits-and-vegetables-production-in-sudan.epub
"Strangers Everywhere: Exclusion, Identity and the Future of Nubians in Northern Uganda",Charles Amone,strangers-everywhere-exclusion-charles-amone.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/strangers-everywhere-exclusion-charles-amone.pdf
Strangers Everywhere: Nubians in Northern Uganda,Charles Amone,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/strangers-everywhere-nubians-in-northern-uganda.epub
Strategic Approach of America's Foreign Policy Towards Africa (Case: Sudan),Hadi Zargari,,https://pub-0c3bb637d5f54b239fe4a4ef9b08bfe3.r2.dev/Strategic_approach_of_Americas_foreign_p.pdf
Structural Economic Change and Poverty Reduction: An Analysis of Sectoral Composition in Sudan,"Mohammed Elhaj Mustafa Ali, Abdul-Hameed Elias Suliman",,https://pub-0c3bb637d5f54b239fe4a4ef9b08bfe3.r2.dev/ssrn-5988254.pdf
Suakin: On Reviving an Ancient Red Sea Port,Mohamed Awad,,https://www.semanticscholar.org/paper/Suakin:-On-Reviving-an-Ancient-Red-Sea-Port-City-Salim/4a2ef6e8b1a8d0dc414ca274e251c89fd2274eee
Success and Suppression: Arabic Sciences and Philosophy in the Renaissance,Dag Nikolaus Hasse,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/success-and-suppression-arabic-sciences-and-philosophy-in-th.epub
Sudan & Nubia 10,Sudan Archaeological Research Society,sudan-nubia-10-unknown.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-nubia-10-unknown.pdf
Sudan & Nubia 23,Sudan Archaeological Research Society,sudan-nubia-23-unknown.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-nubia-23-unknown.pdf
Sudan & Nubia: Journal Table of Contents,Manuela Lehmann (SARS),sudan-nubia-table-of-content-manuela-lehmann.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-nubia-table-of-content-manuela-lehmann.pdf
Sudan 2022 Human Rights Report,U.S. Department of State,sudan-2022-human-rights-report-u-s-department-of-state.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-2022-human-rights-report-u-s-department-of-state.pdf
Sudan Agriculture Value Chain Analysis,Freda McManus; Gillian Butler,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-agriculture-value-chain-analysis.epub
Sudan and Sorghum: Value Chain Analysis,Michaela Riva Gaaserud,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-and-sorghum-value-chain-analysis.epub
Sudan and the Exploitation of the Waters of the Nile,Patrick Conway,sudan-and-the-exploitation-of-t-patrick-conway.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-and-the-exploitation-of-t-patrick-conway.pdf
Sudan and Trade Integrity Report 2020,Global Financial Integrity,sudan-and-trade-integrity-repor-global-financial-integrity.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-and-trade-integrity-repor-global-financial-integrity.pdf
Sudan Archaeological Research Society Newsletter 21 (Grzymski),Krzysztof Grzymski,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sars-sn21-grzymski.pdf
Sudan Conflict Observatory Report 2023,Freda McManus; Gillian Butler,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-conflict-observatory-report-2023.epub
Sudan Country Economic Memorandum: Realizing the Potential for Diversified Development,World Bank,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-country-economic-memorandum-realizing-the-potential-fo.epub
Sudan Country Report,Steven B. Kennedy,,https://openknowledge.fao.org/server/api/core/bitstreams/8cb2e0b6-4dd1-46b6-833c-14731c3596d4/content
Sudan Diagnostic Trade Integration Study,World Bank,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-diagnostic-trade-integration-study.epub
Sudan E-Agriculture Strategy and Action Plan 2018-2022,Government of Sudan,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-e-agriculture-strategy-and-action-plan-2018-2022.epub
Sudan E-Agriculture Strategy and Action Plan 2018–2022,Government of Sudan / FAO,sudan-e-agriculture-strategy-an-government-of-sudan-fao.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-e-agriculture-strategy-an-government-of-sudan-fao.pdf
Sudan Economic Outlook,African Development Bank,,https://pub-0c3bb637d5f54b239fe4a4ef9b08bfe3.r2.dev/Sudan%20Economic%20Outlook.pdf
Sudan Economic Update May 2025,World Bank,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-economic-update-may-2025.epub
"Sudan Economic Update, May 2025: The Economic and Social Consequences of the Conflict",World Bank,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/wb-sudan-economic-update-2025.pdf
Sudan Fools Gold Report,Abdalla Ahmed Abdalla,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-fools-gold-report.epub
Sudan Government Gazettes (Durham Sudan Archive digitized series),Sudan Government,,https://libguides.durham.ac.uk/asc-sudan-archive/gazettes
Sudan Human Rights Report 2017,U.S. Department of State,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-human-rights-report-2017.epub
Sudan Infrastructure Sector Overview,Infrastructure & Cities for Economic Development (ICED),sudan-infrastructure-sector-ove-infrastructure.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-infrastructure-sector-ove-infrastructure.pdf
"Sudan Intelligence Reports, 1889–1958 (Durham Sudan Archive digitized series)",Egyptian Army / Sudan Government,,https://libguides.durham.ac.uk/asc-sudan-archive/sirs
Sudan National GMO Policy,Government of Sudan,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-national-gmo-policy.epub
"Sudan Notes and Records, Volume 5 (1922)",University of Khartoum / Sudan Government,,https://www.sudanarchive.net/?a=d&d=SNRV19220000-01
Sudan Plans $640 Million Railway Revamp as It Relinks With World,Mohammed Alamin (Bloomberg),,https://www.bloomberg.com/news/articles/2021-07-16/sudan-plans-640-million-railway-revamp-as-it-relinks-with-world
"Sudan Political Map (with Cities, Roads and Rivers)",UN Cartographic Section,sudan-political-map-with-citie-unknown.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-political-map-with-citie-unknown.pdf
"Sudan Rail Roads, Roads and Infrastructure Map",Alan Pearce,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-rail-roads-roads-and-infrastructure-map.epub
Sudan Railways,Andy McMillan,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-railways.epub
Sudan Railways Development Project,Alan Pearce,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-railways-development-project.epub
Sudan Social Safety Net Assessment,World Bank,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-social-safety-net-assessment.epub
Sudan Staff Lists (Durham Sudan Archive digitized series),Sudan Government,,https://libguides.durham.ac.uk/asc-sudan-archive/staff
Sudan Stakeholder Dialogues: Options for Economic Stabilization,World Bank,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-stakeholder-dialogues-options-for-economic-stabilizati.epub
Sudan Updated First NDC 2021,Government of Sudan,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-updated-first-ndc-2021.epub
Sudan's Agricultural Problems,CIA Reports,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-s-agricultural-problems.epub
Sudan's Challenges and Opportunities: A Renaissance Project for Sudan,Economic Research Forum,sudan-s-challenges-and-opportun-unknown.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-s-challenges-and-opportun-unknown.pdf
Sudan's Challenges and Opportunities: A Renaissance Project for Sudan — From Poor Agriculture to Agro-Industrial Growth and Sustainable Development,"Abdelrahman Khidir Osman, Amir Hamid Elobaid, Abdelrazig Elbashir, Alzaki Alhelo",,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/erf-renaissance-project-sudan.pdf
Sudan's Constitution of 1998,Government of Sudan,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-s-constitution-of-1998.epub
Sudan's Constitution of 2019,Constitute Project,sudan-s-constitution-of-2019-constitute-project-constitutio.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-s-constitution-of-2019-constitute-project-constitutio.pdf
Sudan's Economic Nightmare,Tim Niblock (MERIP),,https://merip.org/1985/09/sudans-economic-nightmare/
Sudan's Economic Nightmare — MERIP,MERIP,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-s-economic-nightmare-merip.epub
Sudan's Infrastructure: A Continental Perspective,Rupa Ranganathan; Cecilia Briceño-Garmendia (World Bank),sudan-s-infrastructure-a-conti-unknown.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-s-infrastructure-a-conti-unknown.pdf
Sudan's Normalization with Israel: In Whose Interests?,Dina Di Mambro,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-s-normalization-with-israel-in-whose-interests.epub
Sudan's Predicament and the Israeli Connection,Allan MacGregor,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-s-predicament-and-the-israeli-connection.epub
Sudan's Removal from the State Sponsors of Terrorism List,Darío Fernández-Morera,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-s-removal-from-the-state-sponsors-of-terrorism-list.epub
Sudan-Darfur Infrastructure Development Report,African Development Bank,sudan-darfur-infrastructure-dev-unknown.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-darfur-infrastructure-dev-unknown.pdf
Sudan: A Case for Structural Adjustment Policies,Karl Wohlmuth,sudan-a-case-for-structural-adj-karl-wohlmuth.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-a-case-for-structural-adj-karl-wohlmuth.pdf
Sudan: A Country Study,"Federal Research Division, Library of Congress",sudan-a-country-study-federal-research-division-libr.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-a-country-study-federal-research-division-libr.pdf
Sudan: Agricultural Problems,U.S. Department of Agriculture,sudan-agricultural-problems-unknown.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-agricultural-problems-unknown.pdf
Sudan: Ancient Civilization at the National Museum of Munich,Donna Kornhaber,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-ancient-civilization-at-the-national-museum-of-munich.epub
Sudan: Request for a 39-Month Arrangement Under the Extended Credit Facility,International Monetary Fund,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-imf-ecf-arrangement-2021.pdf
Sudan: Selected Issues Paper,International Monetary Fund,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-imf-selected-issues-2012.pdf
Sudan: The Criminal Act of 1991,Government of Sudan,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-the-criminal-act-of-1991.epub
Sudan: The Draft Constitutional Text 2005,Government of Sudan,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudan-the-draft-constitutional-text-2005.epub
Sudanese and Nubian Archaeology: Scholarship Past and Present,Mansur Hasib,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudanese-and-nubian-archaeology-scholarship-past-and-present.epub
Sudanese Universities as Sites of Social Transformation,Linda S. Bishai (USIP),sudanese-universities-as-sites-linda-s-bishai.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/sudanese-universities-as-sites-linda-s-bishai.pdf
Supporting Urban Development in Sudan: Beyond Emergency Relief,UN-Habitat (Arianna Francioni; Mathias Spaliviero; Wael Al-Ashhab),Supporting%20Urban%20Development%20in%20Sudan%20-%20UN-Habitat%202012.pdf,https://pub-0c3bb637d5f54b239fe4a4ef9b08bfe3.r2.dev/Supporting%20Urban%20Development%20in%20Sudan%20-%20UN-Habitat%202012.pdf
Swan Song in the Nile Valley: The Mamluk Statelet in Dongola 1812-1820,"Hart, Brian",,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/swan-song-nile-valley-mamluk-dongola.pdf
Ta'rikh al-Sudan,Abd al-Rahman al-Sa'di,,https://siiasi.org/digital-archive/shaykh-muhammad-shareef/tarikh-as-sudan/
Tackling Squatter Settlements in Sudanese Cities (SSISC),"Sumaia Omer Mohamed Gamie; National Council for Physical Development, Sudan",Tackling%20Squatter%20Settlements%20in%20Sudanese%20Cities%20%28SSISC%29%20-%20National%20Council%20for%20Physical%20Development.pdf,https://pub-0c3bb637d5f54b239fe4a4ef9b08bfe3.r2.dev/Tackling%20Squatter%20Settlements%20in%20Sudanese%20Cities%20%28SSISC%29%20-%20National%20Council%20for%20Physical%20Development.pdf
Taha: Crisis in Islamic Law,Aimee Baldridge; Robert Clark,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/taha-crisis-in-islamic-law.epub
Taking the First Step to Facilitate Trade in Sudan,Jeff Carlson,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/taking-the-first-step-to-facilitate-trade-in-sudan.epub
Tar: An Ancient Sudanese Curing Treatment,Allan MacGregor,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/tar-an-ancient-sudanese-curing-treatment.epub
Tarikh El Sudan: Classic Arabic Chronicle,Clarkson Potter,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/tarikh-el-sudan-classic-arabic-chronicle.epub
Tattooing and Scarification in Ancient Nubia,Galit Shmueli; Peter C. Bruce; Peter Gedeck; Nitin R. Patel,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/tattooing-and-scarification-in-ancient-nubia.epub
Technical Efficiency of On-Farm Water Use in Sudan's Gezira Scheme,Cathy Whitlock; Art Directors Guid,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/technical-efficiency-of-on-farm-water-use-in-sudan-s-gezira-.epub
Technical Guide for the Production of Export Bananas in Sudan,Luud Clercx,,https://www.fao.org/fileadmin/templates/banana/documents/Docs_Resources_2015/TR4/Technical_Guide_for_Export_Banana_Production_in_Sudan.pdf
Technologies to Construct a Canal,Japan Water Agency,technologies-to-construct-a-can-unknown.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/technologies-to-construct-a-can-unknown.pdf
The 1998 Constitution of Sudan,Government of Sudan,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-1998-constitution-of-sudan.epub
The 25th Dynasty: Nubian Pharaohs of Egypt,Jason Test,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-25th-dynasty-nubian-pharaohs-of-egypt.epub
The Agricultural Potential of Sudan,Abdalla Ahmed Abdalla; Hassan Osman Abdel Nour,the-agricultural-potential-of-s-abdalla-ahmed-abdalla-hassan-o.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-agricultural-potential-of-s-abdalla-ahmed-abdalla-hassan-o.pdf
The Agricultural Revolution,Amanda Zarder,the-agricultural-revolution-amanda-zarder.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-agricultural-revolution-amanda-zarder.pdf
The Anglo-Egyptian Sudan,Beatrice Shorts,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-anglo-egyptian-sudan.epub
The Arab Region SDG Index and Dashboards Report 2019,John Paul Mueller,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-arab-region-sdg-index-and-dashboards-report-2019.epub
The Black Kingdom of the Nile,Declan McHugh,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-black-kingdom-of-the-nile.epub
The British Museum Dictionary of Ancient Egypt,Ian Shaw,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-british-museum-dictionary-of-ancient-egypt.epub
The Candaces of Meroe,World History Encyclopedia,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/candaces-of-meroe-world-history-encyclopedia.pdf
The Construction Industry of Sudan: Potentials and Challenges,Jeff Carlson,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/construction-industry-sudan-potentials-challenges.pdf
The Controversy of Exchange Rate Devaluation in Sudan: An Economy-wide General Equilibrium Assessment,Khalid H. A. Siddig,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/exchange-rate-devaluation-sudan-cge.pdf
The Crest of the Peacock: Non-European Roots of Mathematics,George Gheverghese Joseph,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-crest-of-the-peacock-non-european-roots-of-mathematics.epub
The Determinants of Inflation in Sudan,Kabbashi M. Suliman,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/determinants-inflation-sudan-aerc.pdf
The Dialogue between the River Nile and Its Hinterlands: Al Khandaq,Peter Sander,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-dialogue-between-the-river-nile-and-its-hinterlands-al-k.epub
The Early New Kingdom at Sai Island: Pottery Analysis,Beatrice Shorts,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-early-new-kingdom-at-sai-island-pottery-analysis.epub
The Effects of Exchange Rate Changes on Trade Balance in Sudan,Ahmed Abd Allah,,https://www.academia.edu/78311105/The_Effects_of_Exchange_Rate_Changes_on_Trade_Balance_in_Sudan
The Emergence of the State of Nobadia and the Byzantine Policy,Catherine Saxelby,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-emergence-of-the-state-of-nobadia-and-the-byzantine-poli.epub
The Formation of the Sudanese Mahdist State: Ceremony and Symbols of Authority 1882-1898,Marsha Collier,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/formation-sudanese-mahdist-state-1882-1898.pdf
The Fourth Cataract and Beyond: Archaeological Salvage,Michaela Riva Gaaserud,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-fourth-cataract-and-beyond-archaeological-salvage.epub
"The Gezira Irrigation Scheme in Sudan: Objectives, Design and Performance",Lewis Hill; Leonard Perry,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-gezira-irrigation-scheme-in-sudan-objectives-design-and-.epub
"The Gezira Irrigation Scheme in Sudan: Objectives, Design, and Performance",World Bank,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/gezira-irrigation-scheme-sudan-objectives-performance.pdf
The Gezira Scheme: Perspectives for Sustainable Development,A. M. Eldaw / FAO,the-gezira-scheme-perspectives-fao.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-gezira-scheme-perspectives-fao.pdf
The Gezira Scheme: Sudan's Struggle for Food Self-Sufficiency,Muriel Mirak-Weissbach,the-gezira-scheme-sudan-s-stru-muriel-mirak-weissbach.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-gezira-scheme-sudan-s-stru-muriel-mirak-weissbach.pdf
The Gold Boom in Sudan: Challenges and Opportunities for National Economic Players,Lewis Hill; Leonard Perry,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/gold-boom-sudan-challenges-opportunities.pdf
The Historical and Religious Conditions of the Split of Sudan,Abdalla Ahmed Abdalla,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-historical-and-religious-conditions-of-the-split-of-suda.epub
The History and Origins of the Current Conflict in Darfur,Cathy Whitlock; Art Directors Guid,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-history-and-origins-of-the-current-conflict-in-darfur.epub
The History of the Nile Region,Annelise Hagen,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-history-of-the-nile-region.epub
The Horn of Africa-Persian Gulf Nexus: Inter-Regional Dynamics,Cathy Whitlock; Art Directors Guid,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-horn-of-africa-persian-gulf-nexus-inter-regional-dynamic.epub
The Horn of Africa–Persian Gulf Nexus: Inter-Regional Dynamics in Geopolitical Flux,Scott Firsing,the-horn-of-africa-persian-gulf-scott-firsing.pdf,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-horn-of-africa-persian-gulf-scott-firsing.pdf
The Impact of Foreign Direct Investment on Domestic Investment: Evidence from Sudan,Yassin Yahia,,https://pub-0c3bb637d5f54b239fe4a4ef9b08bfe3.r2.dev/The_Impact_of_Foreign_Direct_Investment.pdf
The Impact of Global Financial Crisis in Sudan,Widaa Shomki,,https://pub-0c3bb637d5f54b239fe4a4ef9b08bfe3.r2.dev/The_Impact_Of_Global_Financial_Crisis_In.pdf
The Impact of Human Capital on Economic Growth: Empirical Evidence from Sudan,Unknown,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/impact-human-capital-economic-growth-sudan.pdf
The Impact of Macroeconomic Policies on Economic Growth in Sudan,Mohamed Ahmed,,https://pub-0c3bb637d5f54b239fe4a4ef9b08bfe3.r2.dev/The_Impact_of_Macroeconomic_Policies_on.pdf
The Impact of Privatisation on the Position of Sudanese Women,Elsadig Musa Ahmed,,https://pub-0c3bb637d5f54b239fe4a4ef9b08bfe3.r2.dev/The_impact_of_privatisation_on_the_posit.pdf
The Inscription of Queen Katimala at Semna,John Coleman Darnell,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-inscription-of-queen-katimala-at-semna.epub
The Insecure Investment Climate and Its Impact on Foreign Direct Investment Flows in Sudan,Abdelrahman Tahir Hag Adam,,https://pub-0c3bb637d5f54b239fe4a4ef9b08bfe3.r2.dev/The_Insecure_Investment_Climate_and_It_s.pdf
The Interaction Sphere of Nubia and Egypt,Christopher Knight; Alan Butler,,https://pub-a5e3b47fe87749f491660d68e2029284.r2.dev/the-interaction-sphere-of-nubia-and-egypt.epub
